BuyEV,PriceBudgetRatio,range,HomeSlowChgWalkTime,WorkSlowChgWalkTime,FastChgTime,TownToFastChgDriveTime,HwyFastChgDistance,gender,race,state,license,edu,employment,hsincome,hhsize,housit,residence,move,all_car,new_car,ev,new_ev,home_parking,hp2,hp3,hp4,hp5,hp6,HomeChgAvai,work_parking,WorkChgAvai,buycar,zipcode,dmileage,long_dist,gascost,age,used_car_owner,used_ev_owner,used,NextCarBudget,PopDensity,orphan,ev_owner,priceshow,zip_median_home_value,state_elec_price,state_high_temp,state_precip
1,0.85,100,0,5,60,5,70,0,White,Pennsylvania,Yes,2,4,4,5,1,1,1,1,0,0,0,,,Driveway or carport,,,,1,5,3,1,15824,10,1,70,32,1,0,0,25000,74.04786,2,0,21250,89500,14.38,59.7,45
1,0.85,400,20,1,15,no,30,0,White,Maryland,Yes,3,1,3,5,1,1,2,4,1,1,0,,,Driveway or carport,,,,1,1,2,1,21918,25,1,200,39,1,1,1,10000,242.5708,2,1,8500,257600,13.92,65.4,45.2
1,0.85,300,20,2,5,15,no,1,White,California,Yes,2,1,2,1,2,1,1,1,0,0,0,Attached garage,,Driveway or carport,,,,2,2,2,2,92544,60,0,0,31,1,0,1,25000,329.6592,1,0,21250,141700,19.9,71.5,22.3
0,0.7,300,5,0,60,5,50,1,White,California,Yes,3,3,9,4,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,1,2,2,91360,15,2,50,22,1,0,1,15000,2918.663,1,0,10500,556000,19.9,71.5,22.3
0,0.85,200,5,0,5,10,no,0,White,Texas,Yes,4,1,4,3,1,1,3,3,2,0,0,Attached garage,,,,,,2,1,2,1,75098,30,0,40,48,1,0,0,25000,1463.021,1,0,21250,158100,11.36,78.1,28.6
1,1,200,2,1,60,5,no,1,White,Georgia,Yes,3,1,4,2,1,1,2,2,1,1,1,,,Driveway or carport,,,,1,2,1,2,30605,20,1,0,41,1,0,0,30000,1090.766,2,1,30000,159700,12.26,75.6,50.4
0,1,200,2,1,60,5,no,1,White,Massachusetts,Yes,5,1,9,3,1,1,2,2,2,0,0,Attached garage,,Driveway or carport,,,,2,3,3,3,2054,40,3,80,32,0,0,0,40000,656.3979,1,0,40000,370100,21.11,58.8,48.6
1,1,100,5,1,15,no,50,0,White,Washington,Yes,3,3,1,2,2,1,1,1,0,0,0,,Detached garage,Driveway or carport,,On street,,2,5,1,2,98506,15,1,20,30,1,0,1,5000,813.2988,1,0,5000,261000,9.79,57,43.2
0,1,400,2,5,60,15,30,1,White,New Jersey,Yes,3,6,2,2,4,1,1,3,0,0,0,,,Driveway or carport,,,,1,5,1,3,8861,5,1,80,41,1,0,1,20000,10226.17,2,0,20000,254000,15.64,63.6,47.6
0,1,300,10,3,15,5,50,0,White,Arizona,Yes,4,5,3,2,1,1,2,1,1,0,0,Attached garage,,,,,,2,2,3,3,85308,5,0,40,65,0,0,1,40000,3682.387,1,0,40000,198900,13.16,75.3,11.6
1,0.7,200,1,2,5,10,30,0,White,Alabama,Yes,3,1,1,1,1,6,3,1,1,1,1,Attached garage,,,,,,2,2,1,3,35016,15,2,60,54,0,0,0,25000,225.6709,1,1,17500,126900,12.41,75,56.9
0,1,300,5,20,15,no,30,0,White,Tennessee,Yes,4,1,2,4,2,1,1,1,1,0,0,Attached garage,,Driveway or carport,,,,2,6,2,2,38506,5,0,50,50,0,0,1,5000,163.2658,1,0,5000,141500,10.79,69.4,55.1
1,1,300,10,3,15,5,50,1,White,Missouri,Yes,6,1,6,3,1,2,1,1,1,0,0,,Detached garage,,,,,2,2,1,1,63130,40,4,200,47,0,0,0,40000,5973.201,1,0,40000,209200,13.23,66,43.5
0,1,100,5,1,15,no,50,0,White,Alabama,Yes,5,2,1,1,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,5,3,3,35810,20,0,40,65,1,0,1,5000,1062.893,1,0,5000,87300,12.41,75,56.9
1,0.85,200,0,1,5,no,70,1,White,Missouri,Yes,6,1,6,3,1,2,1,1,1,0,0,,Detached garage,,,,,2,2,1,1,63130,40,4,200,47,0,0,0,40000,5973.201,1,0,34000,209200,13.23,66,43.5
0,1,300,5,2,5,15,50,1,White,Iowa,Yes,5,1,4,4,1,1,2,2,0,0,0,Attached garage,,,,,,2,2,2,1,52804,10,3,250,40,1,0,1,10000,810.082,1,0,10000,114400,13.81,58.5,35.6
1,1,300,0,1,30,5,no,0,White,California,Yes,5,1,3,2,1,1,3,1,1,0,0,Attached garage,,,,,,2,2,3,1,93312,20,3,200,39,0,0,0,20000,3729.066,1,0,20000,234900,19.9,71.5,22.3
0,1,200,2,3,60,5,70,0,White,Texas,Yes,2,1,1,2,2,3,2,1,1,0,0,,,Driveway or carport,,,,2,2,2,2,77840,10,0,20,66,0,0,1,10000,5014.956,1,0,10000,152000,11.36,78.1,28.6
1,1,400,0,20,30,5,70,0,White,Virginia,Yes,5,1,3,2,1,1,2,1,0,0,0,,Detached garage,Driveway or carport,,,,1,2,2,3,23325,30,2,80,29,1,0,0,30000,4596.535,2,0,30000,205200,12.4,66.9,45.8
1,0.85,200,0,20,15,15,50,0,White,Arizona,Yes,5,1,4,4,1,1,2,2,1,0,0,Attached garage,,,,,,2,2,2,1,85233,25,1,70,47,1,0,0,25000,3858.552,1,0,21250,217400,13.16,75.3,11.6
0,0.85,300,2,5,30,15,50,1,Black or African American,South Carolina,Yes,4,1,3,2,1,1,2,2,2,1,1,Attached garage,,,,,,1,2,1,1,29148,30,3,80,60,0,0,0,40000,59.88613,2,1,34000,104900,12.91,74.7,48.3
1,0.85,100,10,1,30,10,70,1,White,Florida,Yes,2,2,2,4,2,2,2,1,1,0,0,,Detached garage,,,,,2,2,2,2,34639,25,2,100,19,0,0,0,10000,896.8059,1,0,8500,178500,11.37,81.9,54.4
1,0.7,200,0,2,60,15,70,1,White,New Jersey,Yes,3,6,2,2,4,1,1,3,0,0,0,,,Driveway or carport,,,,1,5,1,3,8861,5,1,80,41,1,0,1,20000,10226.17,2,0,14000,254000,15.64,63.6,47.6
1,0.85,100,2,3,30,5,30,0,White,Florida,Yes,5,1,4,2,1,1,2,2,0,0,0,Attached garage,,,,,,1,2,1,3,33771,35,1,80,26,1,0,0,20000,5073.942,2,0,17000,72800,11.37,81.9,54.4
0,0.85,100,2,3,30,5,30,0,White,Oklahoma,Yes,3,1,3,1,1,5,2,1,1,1,1,Attached garage,,,,,,2,1,2,1,74136,15,3,0,34,0,0,0,50000,3799.439,1,1,42500,198700,10.72,72.3,36.4
1,0.85,300,3,20,15,10,70,1,White,Texas,Yes,5,1,4,2,1,1,2,2,2,0,0,,Detached garage,Driveway or carport,,,,1,2,1,1,76550,100,4,200,58,0,0,0,40000,21.79604,2,0,34000,111800,11.36,78.1,28.6
0,0.85,100,10,1,30,10,70,1,White,Texas,Yes,5,6,1,1,2,5,3,1,1,0,0,,,Driveway or carport,,,,2,5,2,2,75023,5,0,10,57,0,0,0,15000,4824.459,1,0,12750,173900,11.36,78.1,28.6
1,0.85,400,20,10,30,15,30,0,White,Pennsylvania,Yes,5,1,2,1,1,2,2,1,0,0,0,,,,Assigned parking space,,,2,2,2,3,16801,15,1,60,57,1,0,0,30000,1367.77,1,0,25500,242600,14.38,59.7,45
1,1,200,0,3,15,10,30,0,White,Pennsylvania,Yes,5,1,3,2,1,1,1,2,0,0,0,Attached garage,,,,,,1,6,1,1,15001,15,1,100,46,1,0,1,15000,532.3303,2,0,15000,111200,14.38,59.7,45
0,1,200,20,20,30,15,50,1,Asian,California,Yes,5,1,5,2,1,1,1,2,2,1,1,Attached garage,,,,,,1,1,1,1,94596,20,2,90,31,0,0,0,40000,3359.219,2,1,40000,727700,19.9,71.5,22.3
1,0.85,300,2,20,5,15,30,0,Another race,Texas,Yes,5,2,6,2,1,1,1,1,0,0,0,Attached garage,,,,,,2,2,1,1,78626,15,0,40,35,1,0,1,25000,279.3877,1,0,21250,149900,11.36,78.1,28.6
0,0.7,300,2,1,30,no,70,0,White,Arizona,Yes,1,2,2,3,1,2,1,1,1,1,1,Attached garage,,,,,,1,2,1,1,85042,10,1,70,42,0,0,1,40000,2725.207,2,1,28000,118600,13.16,75.3,11.6
0,1,300,20,10,15,10,no,1,White,Kansas,Yes,3,5,1,1,2,5,2,1,1,0,0,,,,Assigned parking space,,,2,5,3,2,67218,5,0,20,64,0,0,1,5000,4556.966,1,0,5000,82900,11.56,67.5,29
0,0.85,300,20,20,60,10,30,1,White,Florida,Yes,5,1,2,1,2,1,2,1,0,0,0,,,Driveway or carport,,,,1,2,2,2,32303,5,1,50,37,1,0,1,10000,1334.357,2,0,8500,150700,11.37,81.9,54.4
1,0.7,300,1,2,30,5,no,0,White,Tennessee,Yes,3,3,2,4,1,1,1,2,0,0,0,,Detached garage,Driveway or carport,,,,2,2,1,1,37922,50,3,140,28,1,0,0,30000,1219.73,1,0,21000,291300,10.79,69.4,55.1
0,1,200,2,5,15,no,30,0,Black or African American,Mississippi,Yes,2,1,2,1,2,5,1,1,0,0,0,,,,Assigned parking space,,,2,2,2,1,39520,20,0,120,33,1,0,1,10000,158.3086,1,0,10000,139600,11.55,75.3,58.5
0,1,200,10,20,5,10,no,0,White,Pennsylvania,Yes,4,2,1,2,1,6,2,2,0,0,0,,,Driveway or carport,,,,2,2,2,3,15701,15,1,60,50,1,0,1,20000,300.9995,1,0,20000,132600,14.38,59.7,45
1,0.7,200,1,2,5,10,30,0,White,Virginia,Yes,6,1,5,5,2,1,2,3,0,0,0,Attached garage,,Driveway or carport,,,,1,2,2,3,24551,100,4,250,38,1,0,1,25000,303.3198,2,0,17500,235600,12.4,66.9,45.8
1,0.7,300,3,0,30,15,30,0,White,California,Yes,4,1,1,1,2,3,1,1,0,0,0,,,,,On street,,2,6,1,2,95119,5,0,20,28,1,0,1,5000,3524.097,1,0,3500,490500,19.9,71.5,22.3
1,1,400,1,20,15,10,70,0,White,Florida,Yes,3,2,3,3,1,1,1,1,0,0,0,,,Driveway or carport,,,,2,1,2,3,33948,35,3,140,29,1,0,1,10000,1230.634,1,0,10000,126600,11.37,81.9,54.4
1,0.7,200,3,3,60,no,50,1,White,Maryland,Yes,5,6,9,3,4,1,3,1,1,0,0,,,Driveway or carport,,,,2,5,2,2,21042,0,0,0,25,0,0,0,25000,1015.668,1,0,17500,561800,13.92,65.4,45.2
1,0.7,300,10,3,15,10,no,0,White,Florida,Yes,3,1,2,4,2,1,1,1,0,0,0,,,Driveway or carport,,,,2,2,1,1,33157,25,3,120,34,1,0,1,10000,4266.282,1,0,7000,224800,11.37,81.9,54.4
1,1,400,3,2,60,10,no,0,White,California,Yes,5,1,4,5,1,1,2,3,2,1,1,Attached garage,,,,,,1,2,2,2,93306,25,2,80,36,1,0,0,30000,733.3495,2,1,30000,146000,19.9,71.5,22.3
1,1,100,3,0,15,5,no,1,White,California,Yes,5,1,2,2,2,1,3,1,0,0,0,Attached garage,,,,,,2,2,2,1,93610,20,1,100,37,1,0,1,25000,87.5527,1,0,25000,155600,19.9,71.5,22.3
1,0.85,100,10,1,30,10,70,0,White,Pennsylvania,Yes,5,1,3,1,2,5,1,1,0,0,0,,,,Assigned parking space,,,2,2,2,1,17331,15,2,150,27,1,0,1,10000,663.481,1,0,8500,184000,14.38,59.7,45
0,0.85,300,3,2,15,5,50,0,White,Florida,Yes,5,6,2,1,2,5,1,1,0,0,0,,,Driveway or carport,,,,1,2,1,1,34953,50,4,80,28,1,0,1,30000,2583.868,2,0,25500,127200,11.37,81.9,54.4
1,1,300,5,2,5,15,50,0,White,New York,Yes,5,1,1,1,2,5,3,1,1,0,0,,,,,On street,,2,5,3,3,10031,10,0,90,36,0,0,0,25000,86722,1,0,25000,369800,19.3,55.9,43.5
1,0.7,100,5,20,5,15,50,1,White,Michigan,Yes,6,2,2,2,2,1,2,1,0,0,0,,Detached garage,Driveway or carport,,,,1,2,2,3,48118,5,1,60,28,1,0,1,5000,143.0535,2,0,3500,205800,16.07,55,33.9
0,1,100,5,1,15,no,50,0,White,Georgia,Yes,5,4,1,3,1,1,2,1,0,0,0,,,Driveway or carport,,,,3,5,2,1,30153,100,2,120,32,1,0,1,15000,154.5278,3,0,15000,96900,12.26,75.6,50.4
1,0.85,200,5,1,60,5,30,1,White,California,Yes,3,2,2,2,2,4,1,1,0,0,0,,,,Assigned parking space,,,2,5,2,3,92020,10,1,30,40,1,0,0,20000,5187.595,1,0,17000,380200,19.9,71.5,22.3
0,1,200,2,3,60,5,70,1,White,Rhode Island,Yes,5,1,2,1,2,1,3,1,0,0,0,,,Driveway or carport,,,,2,2,2,3,2818,20,2,130,33,1,0,1,15000,828.6439,1,0,15000,371400,18.64,60,49.1
1,1,100,2,20,30,no,70,0,White,Georgia,Yes,2,1,1,2,2,1,2,1,0,0,0,,,,Assigned parking space,,,2,1,2,2,30755,20,4,80,57,1,0,1,10000,269.6049,1,0,10000,103700,12.26,75.6,50.4
1,0.85,300,0,2,15,no,no,0,White,Ohio,Yes,5,1,9,2,2,4,1,4,3,0,0,Attached garage,,Driveway or carport,,On street,,2,2,2,3,45891,80,3,70,55,1,0,0,40000,115.5113,1,0,34000,96300,12.64,61.7,41.1
0,0.7,200,1,0,30,10,50,0,White,Wisconsin,Yes,3,2,1,1,1,1,1,1,0,0,0,,,Driveway or carport,,,,2,5,2,1,54530,20,2,70,53,1,0,1,5000,7.976237,1,0,3500,85200,14.28,54,34.1
1,0.7,300,20,10,5,5,50,1,Native Hawaiian or other Pacific Islander,Arizona,Yes,4,1,3,2,1,1,1,2,1,1,1,Attached garage,,,,,,1,2,2,1,85388,40,4,280,22,1,0,0,20000,1791.13,2,1,14000,166400,13.16,75.3,11.6
1,1,400,3,20,5,5,70,0,Asian,Texas,Yes,5,1,5,4,4,1,1,1,1,1,1,Attached garage,,,,,,1,1,1,2,75050,45,2,160,25,0,0,0,50000,1659.302,2,1,50000,104400,11.36,78.1,28.6
0,1,300,1,3,30,5,30,0,White,Arizona,Yes,4,5,3,2,1,1,2,1,1,0,0,Attached garage,,,,,,2,2,3,3,85308,5,0,40,65,0,0,1,40000,3682.387,1,0,40000,198900,13.16,75.3,11.6
1,0.85,400,5,0,5,5,30,0,White,Indiana,Yes,3,1,4,2,1,1,2,2,1,0,0,,,Driveway or carport,,,,2,1,1,1,46902,40,4,100,32,1,0,0,30000,668.8223,1,0,25500,101400,12.02,62.5,43.6
0,0.85,400,5,0,5,5,30,1,White,Massachusetts,Yes,5,1,1,1,2,5,1,1,1,0,0,,,,Assigned parking space,,,2,3,3,1,1850,5,1,50,53,0,0,0,25000,11205.73,1,0,21250,206300,21.11,58.8,48.6
0,0.85,100,2,3,30,5,30,1,White,Maryland,Yes,2,2,1,3,2,2,2,1,1,0,0,,,,,,Paid parking,2,1,2,2,21236,25,4,80,34,0,0,1,5000,4491.059,1,0,4250,242100,13.92,65.4,45.2
1,0.7,200,1,5,5,15,30,1,White,Massachusetts,Yes,6,1,3,1,1,1,2,1,0,0,0,,Detached garage,Driveway or carport,,,,2,2,1,1,2148,15,2,120,54,1,0,0,25000,11796.91,1,0,17500,325800,21.11,58.8,48.6
1,1,400,3,20,5,5,70,1,Black or African American,Delaware,Yes,6,1,7,3,2,5,2,2,2,1,1,,Detached garage,,,,,1,3,1,2,19706,20,2,30,28,0,0,0,50000,494.4524,2,1,50000,201400,12.05,66.1,45.9
1,0.85,200,0,0,5,5,50,0,White,Virginia,Yes,6,1,5,5,2,1,2,3,0,0,0,Attached garage,,Driveway or carport,,,,1,2,2,3,24551,100,4,250,38,1,0,1,25000,303.3198,2,0,21250,235600,12.4,66.9,45.8
1,0.85,400,10,2,15,10,50,0,Another race,Texas,Yes,3,4,1,1,2,5,3,1,1,0,0,,,Driveway or carport,Assigned parking space,,,2,5,3,2,76021,5,1,30,61,0,0,1,10000,4650.013,1,0,8500,171900,11.36,78.1,28.6
0,1,100,0,20,5,10,50,1,Black or African American,Illinois,Yes,5,1,4,4,1,1,2,2,2,0,0,Attached garage,,,,,,1,2,2,3,60628,50,2,110,35,0,0,0,30000,6612.231,2,0,30000,132100,12.56,62.7,40.7
0,1,200,20,2,60,no,50,0,White,Tennessee,Yes,3,1,4,3,1,1,3,2,0,0,0,Attached garage,,Driveway or carport,,,,2,2,2,3,38016,10,0,100,35,1,0,1,50000,2254.773,1,0,50000,158000,10.79,69.4,55.1
0,0.85,300,1,3,5,no,70,1,White,Pennsylvania,Yes,5,1,2,1,4,1,3,1,0,0,0,Attached garage,,Driveway or carport,,On street,,1,2,2,2,18434,25,0,30,40,1,0,1,5000,630.9294,2,0,4250,125100,14.38,59.7,45
1,0.7,100,1,1,15,5,50,1,White,Pennsylvania,Yes,5,1,4,5,1,1,3,2,1,0,0,Attached garage,,Driveway or carport,,,,2,2,2,3,15235,60,1,200,34,1,0,1,25000,2358.307,1,0,17500,88800,14.38,59.7,45
1,0.7,400,20,2,15,10,30,1,White,Oregon,Yes,5,4,1,1,4,1,1,1,1,0,0,,,,,On street,,2,5,3,3,97408,0,0,20,44,0,0,0,20000,234.6662,1,0,14000,246500,11.02,59.4,32.1
1,0.85,200,10,5,30,10,50,1,White,California,Yes,4,1,4,4,2,4,1,1,0,0,0,,,,Assigned parking space,,,2,1,2,3,95826,20,2,40,23,1,0,1,15000,3178.844,1,0,12750,201400,19.9,71.5,22.3
0,0.85,100,2,3,30,5,30,1,Asian,Texas,Yes,6,1,8,3,1,1,2,2,2,0,0,Attached garage,,,,,,2,2,1,1,77494,70,1,160,41,0,0,0,40000,1510.653,1,0,34000,262100,11.36,78.1,28.6
0,1,100,20,2,60,15,50,1,White,Colorado,Yes,5,1,2,3,1,1,2,1,1,0,0,,,,,On street,,2,2,2,3,80903,25,0,20,32,0,0,0,20000,3113.117,1,0,20000,183500,12.28,60,18
1,0.85,100,2,3,30,5,30,0,White,Connecticut,Yes,5,1,5,2,2,5,1,2,1,0,0,,,,,,Parking lot without assigned spaces,2,2,1,1,6810,20,0,40,29,1,0,1,15000,2391.924,1,0,12750,276900,21.62,60,48.7
1,0.85,400,10,0,15,15,70,1,White,Texas,Yes,4,5,3,2,1,1,2,2,2,0,0,Attached garage,,,,,,2,2,2,3,78681,25,4,130,64,0,0,0,40000,2329.191,1,0,34000,213300,11.36,78.1,28.6
1,0.7,300,3,0,30,15,30,1,White,Pennsylvania,Yes,6,1,7,3,1,1,2,2,1,0,0,Attached garage,,Driveway or carport,,On street,,2,2,1,1,18944,55,1,220,50,1,0,1,15000,529.8901,1,0,10500,294200,14.38,59.7,45
1,0.7,200,0,2,60,15,70,0,White,Texas,Yes,5,1,2,3,2,2,2,2,1,0,0,,,Driveway or carport,,,,2,2,1,1,76201,5,3,130,27,1,0,1,10000,4857.09,1,0,7000,126300,11.36,78.1,28.6
0,1,200,2,1,60,5,no,0,White,Oklahoma,Yes,5,1,2,2,1,1,2,1,1,0,0,Attached garage,,Driveway or carport,,,,3,2,2,3,73401,15,2,100,43,0,0,0,30000,106.2053,3,0,30000,103400,10.72,72.3,36.4
1,1,200,3,10,5,no,70,1,Asian,Nevada,Yes,4,1,2,2,1,1,2,1,0,0,0,,,Driveway or carport,,,,3,2,3,3,89119,10,1,100,33,1,0,0,20000,3824.188,3,0,20000,123800,11.67,64.6,10.2
0,0.7,100,2,0,60,10,70,0,White,Indiana,Yes,5,1,7,4,1,1,2,2,0,0,0,Attached garage,,,,,,2,6,2,3,46037,10,2,90,45,1,0,1,15000,1896.823,1,0,10500,248000,12.02,62.5,43.6
1,0.85,400,0,10,5,5,70,1,White,Florida,Yes,3,1,2,3,2,1,3,2,0,0,0,,,Driveway or carport,,,,2,2,3,3,32571,20,2,120,50,1,0,1,25000,277.6703,1,0,21250,156100,11.37,81.9,54.4
1,0.85,400,1,20,5,5,no,0,White,Illinois,Yes,5,1,3,4,1,2,3,2,0,0,0,Attached garage,,,,,,2,2,1,1,62220,20,4,160,45,1,0,1,30000,700.5731,1,0,25500,112400,12.56,62.7,40.7
1,0.7,300,0,10,30,no,70,1,White,North Carolina,Yes,5,1,5,3,2,5,1,1,1,1,1,,,,Assigned parking space,,,2,1,2,1,28277,100,4,300,38,0,0,0,40000,2550.256,1,1,28000,274700,11.24,70.5,50.8
0,1,300,10,10,5,no,50,0,White,Arizona,Yes,6,2,3,2,1,1,3,1,1,0,0,Attached garage,,,,,,2,5,2,1,85718,10,0,60,68,0,0,1,10000,718.2827,1,0,10000,449800,13.16,75.3,11.6
1,0.7,100,20,2,30,10,no,0,White,Texas,Yes,3,2,1,1,2,1,1,1,0,0,0,Attached garage,,Driveway or carport,,On street,,2,2,2,1,77339,20,2,40,26,1,0,0,20000,2223.766,1,0,14000,150300,11.36,78.1,28.6
1,0.7,400,10,3,60,15,no,1,White,Wisconsin,Yes,6,1,6,5,1,1,2,2,1,0,0,,,Driveway or carport,,,,2,2,2,1,54021,75,4,100,50,1,0,1,20000,148.6889,1,0,14000,220200,14.28,54,34.1
1,1,400,10,2,30,5,no,1,White,South Carolina,Yes,7,1,3,1,1,1,3,2,1,0,0,,,Driveway or carport,,,,2,2,2,1,29407,5,0,110,55,1,0,0,40000,2269.07,1,0,40000,222600,12.91,74.7,48.3
1,0.7,200,3,3,60,no,50,1,White,Missouri,Yes,3,1,2,3,2,1,1,1,0,0,0,,,Driveway or carport,,,,2,2,2,1,64110,15,2,50,41,1,0,1,20000,5052.08,1,0,14000,137000,13.23,66,43.5
0,1,300,3,5,15,no,30,1,White,California,Yes,3,2,2,2,1,6,1,3,1,0,0,,,Driveway or carport,,,,2,2,1,3,92078,15,1,60,31,1,0,1,20000,2569.211,1,0,20000,369700,19.9,71.5,22.3
1,0.7,300,10,0,5,15,no,1,Asian,West Virginia,Yes,5,1,2,1,1,1,2,1,0,0,0,Attached garage,,,,,,1,1,1,1,25901,20,2,80,47,1,0,0,25000,362.935,2,0,17500,79500,11.57,63.5,47.1
1,0.7,300,10,3,15,10,no,0,Black or African American,Texas,Yes,4,1,2,4,2,1,3,1,0,0,0,Attached garage,,,,,,2,2,1,3,75241,40,3,70,39,1,0,0,10000,1007.814,1,0,7000,78300,11.36,78.1,28.6
0,1,400,3,20,30,5,no,1,White,Illinois,Yes,5,1,3,3,2,5,3,1,1,0,0,,,,Assigned parking space,,,1,5,1,3,60657,5,1,50,50,0,0,0,25000,29028.43,2,0,25000,392500,12.56,62.7,40.7
1,1,400,2,5,15,10,50,0,White,California,Yes,3,2,4,4,1,1,1,2,1,0,0,Attached garage,,Driveway or carport,,,,2,2,1,1,92407,20,1,50,27,1,0,0,25000,901.3743,1,0,25000,192300,19.9,71.5,22.3
1,1,200,2,2,5,5,30,0,White,Nevada,Yes,5,4,3,5,1,1,2,2,2,0,0,Attached garage,,,,,,2,5,3,1,89015,25,0,80,40,0,0,1,20000,1040.008,1,0,20000,146800,11.67,64.6,10.2
1,0.7,400,0,2,30,15,30,1,White,Rhode Island,Yes,6,1,7,4,2,5,1,2,0,0,0,,,,Assigned parking space,,,2,2,1,1,2864,20,1,80,39,1,0,1,40000,1265.965,1,0,28000,258000,18.64,60,49.1
1,1,200,10,20,5,10,no,1,Asian,Texas,Yes,4,1,2,1,1,1,3,2,0,0,0,Attached garage,,,,,,2,2,2,3,77068,30,0,100,31,1,0,1,25000,2645.949,1,0,25000,165200,11.36,78.1,28.6
1,0.85,300,3,2,15,5,50,0,White,Florida,Yes,5,2,2,2,1,1,2,1,0,0,0,,Detached garage,,,,,2,5,3,3,34232,5,0,0,58,1,0,1,25000,2822.631,1,0,21250,153100,11.37,81.9,54.4
0,0.7,300,0,10,30,no,70,1,White,Washington,Yes,6,1,7,2,2,1,1,1,1,0,0,Attached garage,,Driveway or carport,,On street,,2,5,3,1,98008,10,0,60,50,0,0,1,30000,4436.602,1,0,21000,457200,9.79,57,43.2
0,0.7,200,3,10,15,5,no,1,White,Florida,Yes,4,2,2,3,1,1,3,1,1,0,0,Attached garage,,,,,,2,5,3,3,34653,30,4,50,65,0,0,0,30000,2848.991,1,0,21000,86400,11.37,81.9,54.4
0,0.85,300,0,3,5,10,50,0,White,Indiana,Yes,2,1,2,4,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,2,2,3,46226,20,0,50,37,1,0,0,15000,3046.185,1,0,12750,84900,12.02,62.5,43.6
1,1,300,3,0,5,10,30,0,White,Washington,Yes,5,1,2,1,2,5,2,1,0,0,0,,,,Assigned parking space,,,3,5,3,3,98374,10,1,80,67,1,0,1,15000,2358.178,3,0,15000,243200,9.79,57,43.2
1,0.7,400,2,0,15,no,70,0,White,Massachusetts,Yes,6,1,4,3,1,1,2,1,1,0,0,,,Driveway or carport,,,,2,2,2,2,1420,40,4,130,39,0,0,0,25000,1330.515,1,0,17500,191100,21.11,58.8,48.6
0,0.7,100,0,20,60,no,no,0,White,Florida,Yes,5,1,3,2,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,2,2,3,34952,20,2,30,61,1,0,1,20000,1646.587,1,0,14000,99100,11.37,81.9,54.4
0,0.85,200,1,20,5,15,50,0,White,Oklahoma,Yes,3,1,3,1,1,5,2,1,1,1,1,Attached garage,,,,,,2,1,2,1,74136,15,3,0,34,0,0,0,50000,3799.439,1,1,42500,198700,10.72,72.3,36.4
1,0.85,200,3,20,5,15,70,1,White,Florida,Yes,2,3,3,4,1,1,1,3,3,0,0,,,Driveway or carport,,,,2,2,2,2,34113,5,0,50,19,0,0,1,15000,641.036,1,0,12750,226900,11.37,81.9,54.4
1,0.85,100,0,5,60,no,no,1,Black or African American,Alabama,Yes,5,1,2,1,2,5,3,1,1,0,0,,,,Assigned parking space,,,2,2,2,3,35801,20,0,120,41,0,0,0,40000,1527.3,1,0,34000,229200,12.41,75,56.9
0,1,200,2,2,5,5,50,0,Black or African American,Texas,Yes,6,1,3,1,2,5,1,2,1,0,0,,Detached garage,,,,,2,2,2,1,75052,50,1,120,45,1,0,0,40000,3402.368,1,0,40000,134300,11.36,78.1,28.6
1,0.85,300,3,2,15,5,50,0,White,Kentucky,Yes,5,2,2,2,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,2,2,3,42167,25,1,70,62,1,0,1,10000,39.37215,1,0,8500,75400,10.56,67.2,50.4
0,0.7,300,10,3,15,10,no,1,White,Michigan,Yes,3,1,2,3,2,5,1,1,1,0,0,,,Driveway or carport,,,,2,1,2,1,49009,20,1,50,22,0,0,1,10000,412.0144,1,0,7000,173800,16.07,55,33.9
1,0.85,400,1,10,5,no,no,1,White,Michigan,Yes,5,1,5,3,1,1,2,3,1,1,0,Attached garage,,Driveway or carport,,,,1,2,2,1,49519,90,4,250,31,1,1,0,30000,3413.549,2,1,25500,113600,16.07,55,33.9
0,1,400,1,20,15,10,70,0,White,South Carolina,Yes,3,1,2,4,2,4,1,2,0,0,0,,,Driveway or carport,,,,2,2,2,1,29016,45,3,80,49,1,0,1,15000,190.3242,1,0,15000,209300,12.91,74.7,48.3
1,1,100,5,3,5,10,no,1,White,New York,Yes,5,1,6,2,2,3,3,1,1,0,0,,,,,On street,,2,5,2,2,11238,5,1,30,54,0,0,0,40000,44554.76,1,0,40000,656800,19.3,55.9,43.5
1,0.7,100,10,10,5,10,30,1,White,Texas,Yes,3,1,2,2,2,1,1,1,0,0,0,Attached garage,,Driveway or carport,,,,2,2,2,1,77040,5,0,50,24,1,0,0,30000,3207.916,1,0,21000,121700,11.36,78.1,28.6
0,0.7,300,1,2,30,5,no,0,White,California,Yes,3,1,4,4,1,1,2,2,0,0,0,,,Driveway or carport,,,,2,5,2,1,94509,15,0,140,33,1,0,1,25000,3800.388,1,0,17500,203300,19.9,71.5,22.3
