BuyEV,PriceBudgetRatio,range,HomeSlowChgWalkTime,WorkSlowChgWalkTime,FastChgTime,TownToFastChgDriveTime,HwyFastChgDistance,gender,race,state,license,edu,employment,hsincome,hhsize,housit,residence,move,all_car,new_car,ev,new_ev,home_parking,hp2,hp3,hp4,hp5,hp6,HomeChgAvai,work_parking,WorkChgAvai,buycar,zipcode,dmileage,long_dist,gascost,age,used_car_owner,used_ev_owner,used,NextCarBudget,PopDensity,orphan,ev_owner,priceshow,zip_median_home_value,state_elec_price,state_high_temp,state_precip
1,0.85,100,20,1,5,10,no,1,White,Alaska,Yes,4,1,2,1,3,8,1,2,0,0,0,,,Driveway or carport,,,,2,1,2,1,99610,20,2,100,34,1,0,1,10000,2.337699,1,0,8500,194700,22.54,35.5,37.6
1,0.85,200,5,2,60,15,70,0,White,Florida,Yes,2,4,3,5,1,6,2,1,1,0,0,,,Driveway or carport,,,,2,5,3,2,34481,15,1,200,33,0,0,0,50000,264.7184,1,0,42500,92300,11.37,81.9,54.4
1,1,400,10,0,60,15,50,1,White,California,Yes,3,2,2,2,2,4,1,1,0,0,0,,,,Assigned parking space,,,2,5,2,3,92020,10,1,30,40,1,0,0,20000,5187.595,1,0,20000,380200,19.9,71.5,22.3
1,0.7,400,3,5,15,15,70,0,White,Nebraska,Yes,5,2,3,2,1,1,2,1,0,0,0,,,Driveway or carport,,On street,,2,3,2,2,68510,15,1,40,24,1,0,1,15000,3524.476,1,0,10500,135300,11.31,61.9,24.2
1,1,400,0,2,5,10,70,0,White,Michigan,Yes,5,2,1,1,2,5,1,1,0,0,0,,,Driveway or carport,Assigned parking space,,,2,2,2,1,48820,10,0,60,39,1,0,1,10000,253.3558,1,0,10000,182500,16.07,55,33.9
1,0.85,200,1,0,30,no,no,1,White,New Jersey,Yes,5,1,2,2,2,5,1,1,1,0,0,,,,Assigned parking space,,,2,4,2,1,7601,20,3,60,30,0,0,1,10000,10274.18,1,0,8500,299100,15.64,63.6,47.6
1,1,400,2,0,60,no,50,1,White,Florida,Yes,4,1,1,1,1,1,3,1,0,0,0,,,Driveway or carport,,,,2,2,2,2,33712,5,0,30,32,1,0,1,10000,4280.29,1,0,10000,130000,11.37,81.9,54.4
1,1,300,1,1,60,15,50,1,White,Kentucky,Yes,3,1,1,1,1,1,2,1,0,0,0,,,Driveway or carport,,,,1,1,2,3,41537,10,1,40,32,1,0,0,10000,96.26597,2,0,10000,53100,10.56,67.2,50.4
1,0.7,400,0,20,15,no,50,1,White,Oklahoma,Yes,4,1,2,1,2,1,2,2,0,0,0,Attached garage,,,,,,2,2,1,2,73099,25,3,180,30,1,0,1,10000,474.01,1,0,7000,143200,10.72,72.3,36.4
0,1,300,3,5,15,no,30,0,White,South Carolina,Yes,5,4,5,2,1,1,2,2,2,0,0,Attached garage,,Driveway or carport,,,,2,5,3,2,29577,15,0,50,60,0,0,1,25000,1139.099,1,0,25000,148900,12.91,74.7,48.3
1,0.85,200,20,0,15,15,30,1,White,Washington,Yes,3,1,2,2,1,1,1,3,0,0,0,,Detached garage,Driveway or carport,,,,2,2,2,2,98003,35,0,200,55,1,0,1,20000,3800.351,1,0,17000,221600,9.79,57,43.2
0,0.7,400,3,5,15,15,70,1,Black or African American,Connecticut,Yes,5,1,7,4,1,1,3,2,1,0,0,Attached garage,,,,,,2,1,2,3,6095,0,0,0,53,1,0,0,40000,982.7801,1,0,28000,236000,21.62,60,48.7
0,0.85,400,10,20,30,5,no,0,White,Washington,Yes,3,1,3,3,1,1,3,1,1,0,0,,,Driveway or carport,,,,2,5,3,3,98117,5,0,30,53,0,0,0,30000,7952.915,1,0,25500,463500,9.79,57,43.2
1,0.7,200,1,0,30,10,50,1,White,Washington,Yes,2,1,3,4,2,5,1,2,0,0,0,,,Driveway or carport,,,,2,3,2,1,98503,10,1,30,27,1,0,1,10000,3244.326,1,0,7000,214800,9.79,57,43.2
0,1,300,5,1,5,no,no,0,White,Oregon,Yes,4,1,1,3,1,6,3,1,0,0,0,,,Driveway or carport,,,,2,4,1,3,97344,40,0,80,44,1,0,1,10000,97.41347,1,0,10000,140300,11.02,59.4,32.1
1,0.7,300,10,5,30,no,no,0,Asian,California,Yes,5,1,3,2,1,1,2,1,0,0,0,Attached garage,,Driveway or carport,,,,2,4,1,1,91767,25,1,50,45,1,0,0,40000,8551.974,1,0,28000,253800,19.9,71.5,22.3
0,1,300,5,1,5,no,no,1,White,Nevada,Yes,3,1,1,1,1,1,3,1,1,0,0,Attached garage,,Driveway or carport,,,,2,2,2,3,89110,100,4,180,47,0,0,0,25000,6388.467,1,0,25000,108200,11.67,64.6,10.2
1,0.7,200,3,10,60,15,70,0,White,Michigan,Yes,3,1,1,3,1,1,2,2,1,0,0,Attached garage,,,,,,1,1,2,1,49240,20,2,60,46,1,0,0,30000,82.33517,2,0,21000,173600,16.07,55,33.9
1,0.85,100,5,0,30,5,50,0,White,Arizona,Yes,3,1,3,2,1,1,2,1,1,0,0,Attached garage,,,,,,1,2,2,1,85138,60,1,130,56,0,0,0,25000,454.1074,2,0,21250,133100,13.16,75.3,11.6
1,0.7,300,1,2,30,5,no,1,White,Florida,Yes,2,2,2,3,1,1,2,3,0,0,0,,,Driveway or carport,,,,2,1,2,3,32962,5,0,20,36,1,0,1,10000,1853.445,1,0,7000,102700,11.37,81.9,54.4
1,0.85,400,1,10,30,no,30,1,White,Texas,Yes,5,1,3,3,1,1,1,1,1,1,1,Attached garage,Detached garage,Driveway or carport,Assigned parking space,On street,,1,2,1,1,79912,10,2,300,30,0,0,0,20000,3275.973,2,1,17000,171800,11.36,78.1,28.6
1,0.7,300,0,10,30,no,70,1,White,Texas,Yes,3,2,1,2,1,1,2,2,0,0,0,,,Driveway or carport,,,,2,5,2,2,75156,0,0,0,43,1,0,1,10000,466.222,1,0,7000,88100,11.36,78.1,28.6
1,0.85,400,10,0,15,15,70,0,White,Maryland,Yes,4,2,3,5,1,1,2,2,1,0,0,,,Driveway or carport,,,,2,1,2,1,21853,30,0,130,57,1,0,0,25000,93.50275,1,0,21250,169600,13.92,65.4,45.2
1,0.7,300,1,2,30,5,no,0,White,Tennessee,Yes,3,1,4,3,1,1,3,2,0,0,0,Attached garage,,Driveway or carport,,,,2,2,2,3,38016,10,0,100,35,1,0,1,50000,2254.773,1,0,35000,158000,10.79,69.4,55.1
0,0.85,300,0,10,5,15,30,0,White,Virginia,Yes,3,4,3,5,1,1,1,2,1,0,0,Attached garage,,Driveway or carport,,On street,,2,2,2,2,23464,15,0,60,33,1,0,1,40000,4314.523,1,0,34000,257100,12.4,66.9,45.8
1,0.85,200,5,0,5,10,no,0,Another race,Texas,Yes,5,2,6,2,1,1,1,1,0,0,0,Attached garage,,,,,,2,2,1,1,78626,15,0,40,35,1,0,1,25000,279.3877,1,0,21250,149900,11.36,78.1,28.6
1,0.7,200,1,20,15,no,no,1,White,Florida,Yes,3,1,2,3,2,1,3,2,0,0,0,,,Driveway or carport,,,,2,2,3,3,32571,20,2,120,50,1,0,1,25000,277.6703,1,0,17500,156100,11.37,81.9,54.4
0,1,400,5,10,30,15,50,1,White,Minnesota,Yes,5,1,1,1,1,1,2,1,1,0,0,Attached garage,,,,,,1,5,3,2,56301,5,1,10,62,0,0,1,5000,437.0133,2,0,5000,179800,14.09,51.9,28.6
0,0.85,200,20,10,60,5,no,0,White,Florida,Yes,2,1,3,2,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,4,3,3,33032,30,0,40,42,1,0,1,10000,1812.788,1,0,8500,132300,11.37,81.9,54.4
0,0.85,100,5,0,30,5,50,1,White,Minnesota,Yes,2,1,2,1,1,6,2,1,0,0,0,,,Driveway or carport,,,,2,2,2,2,56751,5,0,40,39,1,0,1,5000,11.9254,1,0,4250,109400,14.09,51.9,28.6
0,1,300,0,1,30,5,no,0,White,Georgia,Yes,4,1,4,5,1,6,2,2,2,0,0,,,Driveway or carport,,,,2,2,1,1,30813,45,3,150,44,0,0,0,30000,612.2476,1,0,30000,156000,12.26,75.6,50.4
0,0.85,200,0,0,5,5,50,0,White,Illinois,Yes,5,2,5,4,1,1,3,3,2,0,0,,Detached garage,Driveway or carport,,,,2,2,2,1,60181,10,3,100,45,1,0,0,30000,4373.49,1,0,25500,229200,12.56,62.7,40.7
0,0.85,100,20,1,5,10,no,0,White,Georgia,Yes,4,1,4,5,1,6,2,2,2,0,0,,,Driveway or carport,,,,2,2,1,1,30813,45,3,150,44,0,0,0,30000,612.2476,1,0,25500,156000,12.26,75.6,50.4
0,1,300,10,3,15,5,50,1,White,Florida,Yes,5,1,2,2,1,6,1,1,1,0,0,,,,Assigned parking space,,,2,4,2,1,33619,15,4,70,59,0,0,0,25000,1300.487,1,0,25000,88500,11.37,81.9,54.4
1,1,300,0,1,30,5,no,1,White,Georgia,Yes,5,2,2,1,2,1,1,2,0,0,0,,,Driveway or carport,,,,2,5,2,3,30096,15,1,50,37,1,0,1,5000,2721.412,1,0,5000,178600,12.26,75.6,50.4
0,0.7,100,0,20,60,no,no,1,White,Washington,Yes,6,1,7,2,2,1,1,1,1,0,0,Attached garage,,Driveway or carport,,On street,,2,5,3,1,98008,10,0,60,50,0,0,1,30000,4436.602,1,0,21000,457200,9.79,57,43.2
1,1,400,5,10,30,15,50,1,Black or African American,Ohio,Yes,5,1,3,3,2,4,2,1,1,0,0,,,,Assigned parking space,,,2,2,1,3,44143,20,1,80,34,0,0,0,15000,1741.753,1,0,15000,189900,12.64,61.7,41.1
1,1,300,5,3,60,10,30,1,White,Ohio,Yes,3,1,2,4,1,1,1,2,1,1,1,,Detached garage,,,,,1,2,2,1,45805,5,2,40,38,1,0,0,25000,1496.599,2,1,25000,106000,12.64,61.7,41.1
0,1,300,10,3,15,5,50,1,White,Ohio,Yes,5,1,3,4,1,1,1,2,0,0,0,,,Driveway or carport,,,,2,2,2,3,44425,30,2,100,28,1,0,1,10000,482.679,1,0,10000,93100,12.64,61.7,41.1
0,1,300,1,1,60,15,50,1,White,Iowa,Yes,3,5,1,2,1,1,2,4,1,0,0,,Detached garage,Driveway or carport,,,,1,5,3,3,51650,10,0,50,72,1,0,0,25000,12.70742,2,0,25000,45600,13.81,58.5,35.6
1,1,400,0,1,15,15,30,1,White,North Carolina,Yes,5,1,4,4,1,2,2,2,2,1,1,Attached garage,,,,,,1,2,1,1,27834,5,2,200,32,0,0,0,50000,299.1068,2,1,50000,101500,11.24,70.5,50.8
1,0.85,400,20,1,15,no,30,0,White,Indiana,Yes,5,4,3,4,2,1,1,2,0,0,0,,,Driveway or carport,,,,1,5,3,1,47145,30,4,300,33,1,0,1,20000,46.55275,2,0,17000,91600,12.02,62.5,43.6
0,1,100,1,1,30,15,50,0,White,Oklahoma,Yes,2,1,3,4,2,1,1,1,0,0,0,Attached garage,,,,,,2,1,2,1,74135,20,0,150,29,1,0,1,10000,3423.557,1,0,10000,156900,10.72,72.3,36.4
0,0.85,100,2,20,60,10,no,0,Asian,Pennsylvania,Yes,6,1,2,3,1,1,1,1,1,0,0,Attached garage,,,,,,2,1,1,1,18031,10,1,20,45,0,0,0,15000,546.7982,1,0,12750,214300,14.38,59.7,45
0,0.85,100,10,3,30,no,50,0,White,Alabama,Yes,5,4,3,5,1,1,2,2,0,0,0,,,Driveway or carport,,,,2,6,2,2,36801,0,1,40,37,1,0,1,25000,310.313,1,0,21250,143700,12.41,75,56.9
1,0.7,400,10,2,60,5,50,0,White,Wisconsin,Yes,2,4,1,4,2,1,1,1,0,0,0,,,Driveway or carport,,,,2,5,2,1,54822,30,2,200,37,1,0,0,15000,94.39022,1,0,10500,131600,14.28,54,34.1
1,0.85,100,2,3,30,15,50,0,White,Washington,Yes,3,1,3,3,1,1,3,1,1,0,0,,,Driveway or carport,,,,2,5,3,3,98117,5,0,30,53,0,0,0,30000,7952.915,1,0,25500,463500,9.79,57,43.2
1,1,300,5,10,30,5,70,0,White,Tennessee,Yes,3,1,2,1,1,1,2,1,0,0,0,,Detached garage,Driveway or carport,,,,2,2,2,2,37110,90,0,150,44,1,0,1,25000,87.9103,1,0,25000,91800,10.79,69.4,55.1
0,0.85,400,1,5,5,10,70,0,White,Connecticut,Yes,4,2,2,2,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,2,2,1,6040,0,0,0,27,1,0,1,10000,2080.597,1,0,8500,212900,21.62,60,48.7
1,0.85,400,1,5,5,10,70,1,White,Pennsylvania,Yes,8,1,3,1,1,2,3,1,0,0,0,,Detached garage,,,,,2,2,1,1,18015,80,4,300,41,1,0,1,15000,1545.993,1,0,12750,159400,14.38,59.7,45
0,0.85,100,2,20,15,5,50,1,White,Missouri,Yes,5,1,4,4,1,1,2,2,0,0,0,Attached garage,,,,,,2,2,2,1,63304,45,0,120,36,1,0,1,30000,965.9984,1,0,25500,205700,13.23,66,43.5
1,1,300,0,1,30,5,no,1,White,Florida,Yes,3,1,2,2,2,5,2,1,1,0,0,,,,Assigned parking space,,,2,5,2,2,34787,5,1,20,38,0,0,1,10000,668.342,1,0,10000,207600,11.37,81.9,54.4
1,0.85,100,2,3,30,5,30,0,White,South Carolina,Yes,4,5,5,2,1,1,2,1,1,0,0,Attached garage,,,,,,1,5,2,1,29707,20,0,30,68,0,0,0,40000,558.7089,2,0,34000,230000,12.91,74.7,48.3
1,1,100,1,2,15,no,30,0,White,Washington,Yes,5,1,4,3,1,1,1,2,1,0,0,Attached garage,,Driveway or carport,,,,2,2,2,1,99301,15,1,120,35,1,0,1,25000,146.6545,1,0,25000,162600,9.79,57,43.2
1,0.85,400,10,20,30,5,no,1,Asian,Pennsylvania,Yes,6,1,3,1,2,3,1,1,1,0,0,,,,,On street,,2,2,1,3,19106,10,0,30,29,0,0,0,40000,14527.15,1,0,34000,453400,14.38,59.7,45
1,1,200,5,2,60,no,70,1,White,Florida,Yes,5,1,3,2,1,1,3,2,2,0,0,Attached garage,,,,,,2,2,1,3,34638,60,1,120,36,0,0,0,30000,418.3461,1,0,30000,193300,11.37,81.9,54.4
1,1,400,0,1,15,15,30,1,White,Washington,Yes,4,1,2,1,2,1,3,1,0,0,0,,,Driveway or carport,,,,2,2,1,1,99207,30,3,200,30,1,0,1,50000,5663.415,1,0,50000,116600,9.79,57,43.2
0,0.7,300,5,0,60,5,50,0,White,North Carolina,Yes,5,1,4,2,1,1,3,1,1,0,0,,,Driveway or carport,,,,2,5,2,1,28753,5,2,40,31,0,0,1,20000,44.21915,1,0,14000,159500,11.24,70.5,50.8
0,0.85,400,3,1,5,no,50,1,White,Texas,Yes,5,1,2,1,2,5,1,1,0,0,0,,,,Assigned parking space,,,2,2,2,3,78741,15,0,50,29,1,0,1,10000,5915.097,1,0,8500,127500,11.36,78.1,28.6
1,0.7,100,3,10,15,5,30,1,White,Iowa,Yes,3,1,2,2,2,1,3,1,1,0,0,,Detached garage,,,,,2,1,1,3,50310,10,0,60,28,0,0,0,30000,3751.996,1,0,21000,136700,13.81,58.5,35.6
0,0.7,100,2,0,60,10,70,1,White,North Carolina,Yes,2,1,3,4,1,1,2,3,0,0,0,,,Driveway or carport,,,,2,2,2,3,27932,40,2,100,44,1,0,1,40000,106.3153,1,0,28000,134000,11.24,70.5,50.8
1,0.85,400,5,5,30,10,70,0,White,Arizona,Yes,3,1,3,2,1,1,2,1,1,0,0,Attached garage,,,,,,1,2,2,1,85138,60,1,130,56,0,0,0,25000,454.1074,2,0,21250,133100,13.16,75.3,11.6
1,1,100,5,3,5,10,no,0,White,Missouri,Yes,5,3,1,2,2,5,1,1,0,0,0,,,,Assigned parking space,,,2,3,2,1,63116,30,0,100,28,1,0,0,10000,7909.375,1,0,10000,111500,13.23,66,43.5
0,0.7,300,1,2,30,5,no,1,Black or African American,South Carolina,Yes,4,1,3,2,1,1,2,2,2,1,1,Attached garage,,,,,,1,2,1,1,29148,30,3,80,60,0,0,0,40000,59.88613,2,1,28000,104900,12.91,74.7,48.3
1,0.7,100,2,0,60,10,70,1,White,California,Yes,6,1,5,1,1,1,1,1,1,1,1,Attached garage,,,,,,1,1,1,1,93405,70,1,50,34,0,0,0,30000,403.8891,2,1,21000,564100,19.9,71.5,22.3
1,0.7,400,5,1,15,10,50,1,White,Florida,Yes,6,1,3,1,2,5,1,1,0,0,0,,,,Assigned parking space,,,2,2,2,1,32953,20,0,40,65,1,0,0,30000,705.4437,1,0,21000,184300,11.37,81.9,54.4
1,0.7,400,2,20,30,10,30,1,White,Michigan,Yes,3,5,2,2,1,1,1,1,0,0,0,,Detached garage,,,,,2,5,3,2,49006,10,1,50,58,1,0,0,30000,4055.079,1,0,21000,117800,16.07,55,33.9
1,0.7,100,5,5,5,5,70,0,White,Louisiana,Yes,2,2,4,5,1,1,2,3,1,0,0,,,Driveway or carport,,,,1,2,2,1,71328,45,1,200,35,1,0,0,40000,61.16748,2,0,28000,111600,9.37,77.5,59.7
0,0.7,100,10,1,5,15,70,1,American Indian or Alaska Native,Alabama,Yes,3,6,1,1,2,5,1,1,1,0,0,,,,,On street,,2,5,3,1,36526,25,0,30,52,0,0,0,15000,745.7461,1,0,10500,181200,12.41,75,56.9
1,1,300,1,3,30,5,30,1,White,New Jersey,Yes,3,1,2,2,2,2,3,2,2,0,0,,,,Assigned parking space,,,2,4,2,3,8724,15,2,130,39,0,0,0,25000,3110.438,1,0,25000,266600,15.64,63.6,47.6
1,0.85,400,2,3,30,15,70,0,White,Georgia,Yes,5,1,3,4,1,1,1,2,2,0,0,Attached garage,,,,,,2,1,2,1,32789,20,3,50,29,0,0,0,10000,3151.176,1,0,8500,348100,12.26,75.6,50.4
0,1,200,10,20,5,10,no,1,White,Illinois,Yes,6,1,2,1,2,1,2,1,0,0,0,Attached garage,,,,,,2,1,2,1,62864,15,1,40,38,1,0,1,10000,166.0812,1,0,10000,89300,12.56,62.7,40.7
0,0.85,200,1,10,60,10,50,1,White,Iowa,Yes,6,1,3,3,1,2,2,2,0,0,0,Attached garage,,,,,,2,2,2,1,52317,20,2,120,31,1,0,1,20000,425.8445,1,0,17000,171400,13.81,58.5,35.6
0,1,300,10,10,5,no,50,1,White,Washington,Yes,3,1,2,1,1,6,2,2,0,0,0,,,Driveway or carport,,,,2,2,2,2,98244,65,1,300,56,1,0,1,5000,6.149169,1,0,5000,266100,9.79,57,43.2
0,0.7,200,0,10,30,15,50,0,White,Illinois,Yes,4,1,2,3,2,2,1,2,0,0,0,,,,Assigned parking space,,,2,2,2,1,61866,70,1,120,44,1,0,0,20000,175.052,1,0,14000,85800,12.56,62.7,40.7
0,1,400,2,5,15,10,50,1,White,Illinois,Yes,5,1,2,2,1,1,2,1,0,0,0,Attached garage,,,,,,2,2,2,1,62002,20,2,100,36,1,0,1,15000,778.2665,1,0,15000,93800,12.56,62.7,40.7
1,0.85,300,2,5,30,15,50,0,Asian,Virginia,Yes,3,1,5,2,2,5,1,2,1,0,0,Attached garage,,,,,,2,2,2,1,20111,15,0,160,33,1,0,0,30000,1878.853,1,0,25500,280200,12.4,66.9,45.8
1,0.85,400,3,5,60,10,50,1,White,Florida,Yes,2,4,2,2,2,5,2,1,0,0,0,,,,Assigned parking space,,,2,1,2,1,32084,15,0,30,37,1,0,0,20000,624.4589,1,0,17000,155200,11.37,81.9,54.4
0,1,200,20,0,30,5,no,1,White,North Carolina,Yes,2,1,1,3,1,6,2,2,0,0,0,,,,,On street,,2,2,2,3,28714,30,0,30,52,1,0,0,20000,57.56902,1,0,20000,136400,11.24,70.5,50.8
1,0.7,400,1,0,60,5,30,0,White,Mississippi,Yes,4,4,2,3,2,1,2,2,0,0,0,,,Driveway or carport,,,,2,5,2,2,39574,25,0,100,31,1,0,1,15000,59.7503,1,0,10500,119500,11.55,75.3,58.5
1,0.7,400,0,2,30,15,30,0,White,Oregon,Yes,3,1,2,2,1,1,2,1,1,0,0,Attached garage,,,,,,2,2,2,1,97741,10,2,80,49,0,0,0,25000,33.9724,1,0,17500,154500,11.02,59.4,32.1
1,1,100,1,5,15,5,70,1,White,Utah,Yes,5,1,3,3,1,1,3,2,1,0,0,Attached garage,,,,,,2,2,2,3,84101,35,1,60,40,1,0,0,20000,2900.382,1,0,20000,200500,10.63,62,13.5
1,1,100,1,5,15,5,70,1,White,Michigan,Yes,6,2,2,2,2,1,2,1,0,0,0,,Detached garage,Driveway or carport,,,,1,2,2,3,48118,5,1,60,28,1,0,1,5000,143.0535,2,0,5000,205800,16.07,55,33.9
1,0.7,300,5,0,60,5,50,1,White,Illinois,Yes,5,1,4,4,1,1,2,2,0,0,0,,,Driveway or carport,,,,2,1,2,3,62801,5,1,90,39,1,0,1,30000,164.1863,1,0,21000,67200,12.56,62.7,40.7
1,0.7,200,1,20,15,no,no,0,White,New York,Yes,4,3,2,2,2,1,1,1,0,0,0,,,Driveway or carport,,,,2,1,2,2,11355,45,2,120,21,1,0,1,25000,49492.36,1,0,17500,507500,19.3,55.9,43.5
1,0.85,400,2,3,30,15,70,0,Asian,Nebraska,Yes,3,3,2,2,2,5,3,1,0,0,0,,,,,,unassigned parking lot,2,1,3,3,68106,15,0,40,20,1,0,1,25000,3955.212,1,0,21250,124000,11.31,61.9,24.2
0,1,100,20,2,60,15,50,1,White,California,Yes,3,1,2,3,1,2,3,2,1,0,0,,,Driveway or carport,,,,1,2,1,1,95301,70,3,280,38,1,0,0,20000,595.0945,2,0,20000,155500,19.9,71.5,22.3
1,0.7,200,1,5,5,15,30,0,White,Washington,Yes,3,3,1,2,2,1,1,1,0,0,0,,Detached garage,Driveway or carport,,On street,,2,5,1,2,98506,15,1,20,30,1,0,1,5000,813.2988,1,0,3500,261000,9.79,57,43.2
0,1,100,5,10,30,15,50,0,White,Texas,Yes,5,1,3,2,1,1,1,1,1,0,0,,,Driveway or carport,,,,2,2,2,1,78702,15,2,100,32,0,0,0,30000,4268.152,1,0,30000,188000,11.36,78.1,28.6
1,1,400,0,2,5,10,70,0,White,North Carolina,Yes,5,1,4,3,1,1,2,3,1,0,0,,,Driveway or carport,,,,2,2,3,3,27896,20,3,120,38,1,0,1,15000,582.0935,1,0,15000,157600,11.24,70.5,50.8
1,1,300,3,5,15,no,30,1,White,Idaho,Yes,4,1,2,5,2,2,1,2,0,0,0,,,,Assigned parking space,,,2,2,2,1,83301,5,0,100,41,1,0,1,15000,184.6372,1,0,15000,150800,10.58,55.7,23.7
0,1,100,1,1,30,15,50,1,White,California,Yes,5,1,7,4,2,5,1,2,1,0,0,,,Driveway or carport,Assigned parking space,,,2,2,2,1,91710,75,3,300,38,1,0,1,25000,3736.123,1,0,25000,331700,19.9,71.5,22.3
1,0.7,300,2,10,15,15,no,0,White,California,Yes,3,2,3,2,2,5,1,1,1,0,0,,,Driveway or carport,,,,2,2,2,3,93901,40,4,300,32,0,0,0,30000,1838.961,1,0,21000,339300,19.9,71.5,22.3
0,0.85,300,2,0,60,10,no,0,White,New York,Yes,5,1,4,4,1,1,2,2,1,0,0,,,Driveway or carport,,,,2,2,2,1,11950,15,1,70,33,1,0,0,30000,3943.979,1,0,25500,259200,19.3,55.9,43.5
0,1,200,20,5,30,no,50,0,White,Illinois,Yes,3,1,2,1,2,1,1,1,0,0,0,,,Driveway or carport,,,,2,2,2,2,61739,40,4,10,34,1,0,1,15000,50.12465,1,0,15000,121800,12.56,62.7,40.7
1,0.85,400,10,20,30,5,no,1,White,New Jersey,No,6,1,5,3,2,5,3,1,0,0,0,,,,Assigned parking space,,,2,2,2,1,8854,5,1,10,27,1,0,1,10000,2972.091,1,0,8500,327800,15.64,63.6,47.6
1,0.85,200,5,1,60,5,30,1,White,Rhode Island,Yes,5,1,3,1,2,3,3,1,0,0,0,,,Driveway or carport,,,,2,2,1,2,2914,20,2,70,41,1,0,1,15000,4495.596,1,0,12750,213800,18.64,60,49.1
1,1,400,5,10,30,15,50,0,White,Michigan,Yes,6,1,4,1,1,1,2,1,0,0,0,,,Driveway or carport,,,,2,2,2,1,49509,25,4,120,66,1,0,0,40000,3689.031,1,0,40000,91100,16.07,55,33.9
0,0.85,400,20,1,15,no,30,1,Asian,California,Yes,5,1,5,4,1,2,2,2,2,0,0,Attached garage,,,,,,2,2,2,3,91342,20,2,140,44,0,0,0,30000,1664.665,1,0,25500,322400,19.9,71.5,22.3
0,0.85,200,0,0,5,5,50,0,Black or African American,New Jersey,Yes,6,1,3,1,1,1,2,1,0,0,0,Attached garage,,,,,,1,5,3,3,7111,5,1,80,29,1,0,1,20000,18419.71,2,0,17000,213400,15.64,63.6,47.6
1,0.85,100,20,1,5,10,no,1,White,Wyoming,Yes,3,1,2,2,1,1,3,3,1,0,0,,,Driveway or carport,,On street,,2,2,2,3,82604,40,0,100,43,1,0,0,40000,14.01752,1,0,34000,182300,12.3,55.2,16
1,0.7,300,3,0,30,15,30,0,White,Maine,Yes,3,1,2,1,1,1,2,1,1,0,0,Attached garage,,,,,,1,5,3,1,4101,20,0,60,57,0,0,1,10000,8690.243,2,0,7000,269900,16.16,51.9,45.5
0,0.7,200,5,5,30,no,no,0,Black or African American,Minnesota,Yes,5,1,2,5,2,1,1,1,1,0,0,,,Driveway or carport,,,,2,2,3,1,55412,5,1,20,32,0,0,0,10000,6097.722,1,0,7000,124600,14.09,51.9,28.6
1,0.85,300,0,10,5,15,30,0,White,Arizona,Yes,6,2,3,2,1,1,3,1,1,0,0,Attached garage,,,,,,2,5,2,1,85718,10,0,60,68,0,0,1,10000,718.2827,1,0,8500,449800,13.16,75.3,11.6
1,1,100,3,1,60,15,50,1,White,Massachusetts,Yes,5,1,5,2,1,1,1,2,2,0,0,,,,,On street,,2,2,2,1,1606,15,2,120,29,0,0,0,25000,3217.152,1,0,25000,216500,21.11,58.8,48.6
0,0.85,400,20,3,60,no,no,0,Black or African American,Georgia,Yes,5,1,2,1,1,1,2,1,1,0,0,,,Driveway or carport,,,,2,2,2,2,31092,20,0,70,58,0,0,0,25000,39.55934,1,0,21250,74400,12.26,75.6,50.4
0,0.7,300,2,1,5,15,30,1,White,Colorado,Yes,3,4,1,3,2,5,1,1,0,0,0,,,,Assigned parking space,,,2,5,2,3,80909,5,0,100,37,1,0,1,15000,4265.441,1,0,10500,167000,12.28,60,18
1,0.85,200,10,5,30,10,50,1,Asian,Georgia,Yes,7,1,2,1,2,1,1,1,0,0,0,,,Driveway or carport,,,,2,2,2,1,30062,50,4,60,38,1,0,1,20000,2407.671,1,0,17000,250300,12.26,75.6,50.4
1,0.85,100,2,20,15,5,50,0,White,Nevada,Yes,5,4,2,2,2,5,3,2,1,0,0,,,,Assigned parking space,,,2,5,2,3,89117,5,1,50,61,1,0,0,25000,6075.509,1,0,21250,225400,11.67,64.6,10.2
1,0.85,200,1,0,30,no,no,1,Another race,Ohio,Yes,3,2,2,2,2,2,1,1,0,0,0,,,,,On street,,2,4,2,1,43202,10,0,40,33,1,0,1,5000,8067.194,1,0,4250,178600,12.64,61.7,41.1
1,1,400,2,0,60,no,50,1,White,New York,Yes,5,1,4,4,2,1,1,1,0,1,0,,,Driveway or carport,,,,1,1,2,2,14120,50,4,150,27,1,1,1,15000,1370.726,2,1,15000,118900,19.3,55.9,43.5
0,0.85,400,0,10,5,5,70,1,Another race,Oregon,Yes,3,1,3,5,2,2,1,3,0,0,0,Attached garage,,Driveway or carport,,,,2,2,2,1,97060,25,1,60,33,1,0,1,10000,1205.192,1,0,8500,219500,11.02,59.4,32.1
1,0.85,200,3,1,60,10,no,1,White,Florida,Yes,3,1,3,2,1,1,2,1,1,0,0,Attached garage,,,,,,2,5,2,1,34653,20,0,140,46,0,0,1,10000,2848.991,1,0,8500,86400,11.37,81.9,54.4
